order_id,order_date,customer_id,product_name,category,price_per_kg,quantity_kg,total_price,payment_method,city,delivery_status
1255,2024-02-21,2445,Dried Mango,Nuts,1016.68,3.78,3843.05,Cash on Delivery,Laguna,Pending
1256,2024-04-22,2829,Cashews,Dried Fruits,484.56,3.24,1569.97,Cash on Delivery,Batangas,Delivered
1257,2024-03-02,2349,Almonds,Nuts,1018.21,3.68,3747.01,Cash on Delivery,Laguna,Cancelled
1258,2024-04-22,2606,Dried Apricot,Dried Fruits,731.6,2.19,1602.2,Credit Card,Batangas,Pending
1259,2024-02-27,2663,Cashews,Dried Fruits,1079.86,2.16,2332.5,Credit Card,Manila,Delivered
1260,2024-02-21,2822,Dried Mango,Dried Fruits,774.78,0.7,542.35,GCash,Quezon City,Pending
1261,2024-01-12,2136,Raisins,Dried Fruits,229.67,2.07,475.42,GCash,Laguna,Pending
1262,2024-02-08,2758,Raisins,Dried Fruits,875.42,4.68,4096.97,Cash on Delivery,Batangas,Delivered
1263,2024-01-02,2898,Dried Mango,Dried Fruits,244.85,2.21,541.12,GCash,Quezon City,Pending
1264,2024-01-03,2242,Pistachios,Nuts,650.6,4.24,2758.54,GCash,Laguna,Pending
1265,2024-04-22,2542,Dates,Dried Fruits,1129.43,4.29,4845.25,GCash,Cavite,Pending
1266,2024-04-10,2039,Dates,Nuts,365.2,2.18,796.14,GCash,Batangas,Pending
1267,2024-04-22,2228,Pistachios,Nuts,589.87,3.34,1970.17,GCash,Cavite,Cancelled
1268,2024-02-25,2547,Raisins,Dried Fruits,929.86,0.93,864.77,Cash on Delivery,Manila,Pending
1269,2024-03-21,2919,Raisins,Nuts,1082.26,0.97,1049.79,Cash on Delivery,Cavite,Pending
1270,2024-02-28,2222,Dried Apricot,Dried Fruits,870.94,0.72,627.08,GCash,Cavite,Delivered
1271,2024-04-22,2005,Raisins,Nuts,458.17,3.11,1424.91,Cash on Delivery,Batangas,Cancelled
1272,2024-01-02,2321,Cashews,Dried Fruits,874.61,2.42,2116.56,Credit Card,Manila,Delivered
1273,2024-01-02,2467,Raisins,Nuts,496.73,2.97,1475.29,GCash,Cavite,Delivered
1274,2024-04-01,2731,Walnuts,Dried Fruits,918.43,2.84,2608.34,Credit Card,Quezon City,Delivered
1275,2024-02-23,2074,Dried Apricot,Dried Fruits,1154.03,2.08,2400.38,Cash on Delivery,Laguna,Cancelled
1276,2024-03-27,2003,Almonds,Dried Fruits,921.39,3.55,3270.93,Cash on Delivery,Cavite,Delivered
1277,2024-04-10,2846,Raisins,Dried Fruits,1062.88,3.91,4155.86,Credit Card,Manila,Delivered
1278,2024-04-05,2645,Pistachios,Nuts,202.1,0.57,115.2,Cash on Delivery,Cavite,Delivered
1279,2024-04-06,2117,Almonds,Dried Fruits,917.57,1.43,1312.13,GCash,Laguna,Pending
1280,2024-01-01,2880,Cashews,Nuts,1029.59,3.71,3819.78,Credit Card,Manila,Delivered
1281,2024-01-19,2605,Pistachios,Nuts,240.56,2.24,538.85,GCash,Batangas,Cancelled
1282,2024-01-02,2503,Almonds,Nuts,1071.6,3.48,3729.17,Credit Card,Manila,Cancelled
1283,2024-02-22,2997,Pistachios,Dried Fruits,456.69,2.06,940.78,Cash on Delivery,Batangas,Pending
1284,2024-02-13,2946,Cashews,Nuts,865.29,2.26,1955.56,Credit Card,Manila,Cancelled
1285,2024-03-30,2573,Dried Apricot,Nuts,1000.35,1.21,1210.42,Credit Card,Laguna,Cancelled
1286,2024-02-01,2440,Walnuts,Nuts,862.66,1.66,1432.02,GCash,Laguna,Pending
1287,2024-03-10,2193,Cashews,Dried Fruits,292.28,3.22,941.14,Cash on Delivery,Manila,Delivered
1288,2024-02-01,2846,Cashews,Dried Fruits,796.32,2.45,1950.98,GCash,Cavite,Pending
1289,2024-04-28,2714,Pistachios,Nuts,749.58,3.98,2983.33,Cash on Delivery,Laguna,Delivered
1290,2024-03-08,2391,Dried Apricot,Dried Fruits,1100.32,4.34,4775.39,GCash,Batangas,Delivered
1291,2024-02-24,2025,Dried Mango,Dried Fruits,604.24,2.94,1776.47,Credit Card,Batangas,Cancelled
1292,2024-03-15,2434,Dates,Nuts,521.08,3.91,2037.42,GCash,Quezon City,Pending
1293,2024-02-25,2172,Raisins,Nuts,949.85,1.88,1785.72,Cash on Delivery,Batangas,Cancelled
1294,2024-01-17,2299,Raisins,Dried Fruits,612.68,2.37,1452.05,Cash on Delivery,Quezon City,Cancelled
1295,2024-02-07,2644,Walnuts,Nuts,846.1,3.71,3139.03,Credit Card,Manila,Delivered
1296,2024-01-24,2325,Walnuts,Dried Fruits,846.45,2.24,1896.05,Cash on Delivery,Manila,Cancelled
1297,2024-03-09,2409,Raisins,Dried Fruits,1088.04,3.15,3427.33,GCash,Manila,Pending
1298,2024-04-25,2117,Dates,Dried Fruits,798.69,1.33,1062.26,Credit Card,Cavite,Cancelled
1299,2024-04-07,2835,Raisins,Dried Fruits,702.15,3.2,2246.88,Cash on Delivery,Cavite,Cancelled
1300,2024-03-10,2786,Dried Mango,Dried Fruits,338.87,4.38,1484.25,Cash on Delivery,Quezon City,Delivered
1301,2024-03-26,2723,Dates,Dried Fruits,315.74,4.41,1392.41,GCash,Batangas,Pending
1302,2024-01-11,2224,Walnuts,Nuts,354.32,3.76,1332.24,GCash,Batangas,Cancelled
1303,2024-04-21,2531,Almonds,Nuts,371.85,3.86,1435.34,Credit Card,Manila,Delivered
1304,2024-01-16,2112,Pistachios,Dried Fruits,837.88,3.01,2522.02,Cash on Delivery,Laguna,Cancelled
1305,2024-04-06,2139,Dried Mango,Dried Fruits,940.98,3.13,2945.27,GCash,Cavite,Pending
1306,2024-03-13,2558,Dried Mango,Dried Fruits,729.99,1.1,802.99,Credit Card,Cavite,Cancelled
1307,2024-02-28,2000,Dried Apricot,Nuts,1029.02,2.5,2572.55,Cash on Delivery,Manila,Cancelled
1308,2024-03-10,2089,Walnuts,Dried Fruits,1191.26,2.53,3013.89,Cash on Delivery,Cavite,Delivered
1309,2024-03-20,2653,Walnuts,Nuts,1020.01,4.81,4906.25,Credit Card,Manila,Cancelled
1310,2024-04-02,2319,Cashews,Dried Fruits,894.88,2.44,2183.51,Credit Card,Quezon City,Delivered
1311,2024-01-03,2549,Dried Mango,Dried Fruits,732.49,2.97,2175.5,GCash,Batangas,Pending
1312,2024-01-20,2804,Cashews,Nuts,648.85,2.9,1881.66,Cash on Delivery,Laguna,Cancelled
1313,2024-02-28,2893,Cashews,Nuts,284.39,3.37,958.39,Cash on Delivery,Batangas,Pending
1314,2024-02-05,2138,Pistachios,Dried Fruits,599.37,3.87,2319.56,Cash on Delivery,Batangas,Pending
1315,2024-01-19,2510,Cashews,Dried Fruits,1110.13,1.51,1676.3,Credit Card,Quezon City,Cancelled
1316,2024-03-30,2867,Dates,Dried Fruits,1008.02,2.88,2903.1,GCash,Cavite,Delivered
1317,2024-03-07,2844,Raisins,Nuts,416.05,4.22,1755.73,Cash on Delivery,Laguna,Pending
1318,2024-01-19,2258,Almonds,Nuts,666.61,2.58,1719.85,Credit Card,Cavite,Pending
1319,2024-01-20,2672,Walnuts,Nuts,1016.72,1.75,1779.26,Cash on Delivery,Batangas,Cancelled
1320,2024-04-05,2901,Dates,Nuts,267.38,3.45,922.46,GCash,Manila,Cancelled
1321,2024-03-11,2689,Almonds,Nuts,587.39,4.21,2472.91,Cash on Delivery,Batangas,Cancelled
1322,2024-02-21,2009,Dried Mango,Nuts,1051.84,0.78,820.44,GCash,Cavite,Cancelled
1323,2024-04-14,2260,Dried Mango,Dried Fruits,603.9,4.0,2415.6,GCash,Batangas,Cancelled
1324,2024-02-02,2918,Dried Mango,Dried Fruits,277.61,4.2,1165.96,Cash on Delivery,Manila,Cancelled
1325,2024-02-09,2649,Dates,Nuts,742.53,2.58,1915.73,Cash on Delivery,Quezon City,Delivered
1326,2024-02-08,2171,Dates,Dried Fruits,1061.74,4.92,5223.76,GCash,Cavite,Pending
1327,2024-03-22,2897,Walnuts,Dried Fruits,790.29,4.04,3192.77,Credit Card,Batangas,Delivered
1328,2024-04-13,2012,Raisins,Nuts,426.28,3.98,1696.59,GCash,Cavite,Delivered
1329,2024-01-01,2167,Dried Apricot,Dried Fruits,584.24,3.87,2261.01,Cash on Delivery,Quezon City,Cancelled
1330,2024-01-11,2641,Cashews,Nuts,650.12,1.18,767.14,Cash on Delivery,Batangas,Pending
1331,2024-04-01,2595,Dried Mango,Nuts,779.27,1.48,1153.32,Credit Card,Batangas,Delivered
1332,2024-02-26,2320,Pistachios,Dried Fruits,959.35,2.59,2484.72,GCash,Cavite,Cancelled
1333,2024-03-29,2318,Raisins,Nuts,298.87,1.69,505.09,GCash,Cavite,Cancelled
1334,2024-02-19,2612,Pistachios,Nuts,1089.65,2.37,2582.47,GCash,Manila,Pending
1335,2024-01-23,2328,Walnuts,Nuts,212.31,4.5,955.4,Cash on Delivery,Quezon City,Delivered
1336,2024-01-31,2784,Walnuts,Nuts,570.05,4.21,2399.91,GCash,Manila,Delivered
1337,2024-04-03,2776,Walnuts,Nuts,227.42,3.34,759.58,Credit Card,Batangas,Delivered
1338,2024-02-11,2970,Almonds,Nuts,592.97,4.36,2585.35,Cash on Delivery,Cavite,Cancelled
1339,2024-04-08,2910,Pistachios,Nuts,725.81,4.03,2925.01,Cash on Delivery,Batangas,Pending
1340,2024-01-07,2919,Raisins,Nuts,711.68,2.43,1729.38,GCash,Batangas,Pending
1341,2024-01-16,2549,Dried Apricot,Dried Fruits,365.63,1.4,511.88,Credit Card,Laguna,Delivered
1342,2024-03-30,2418,Raisins,Dried Fruits,845.74,2.81,2376.53,Cash on Delivery,Laguna,Cancelled
1343,2024-04-21,2605,Dates,Dried Fruits,244.78,3.81,932.61,Cash on Delivery,Batangas,Delivered
1344,2024-04-25,2094,Dates,Nuts,961.91,2.46,2366.3,GCash,Cavite,Pending
1345,2024-02-29,2816,Dried Mango,Nuts,1146.64,3.5,4013.24,GCash,Batangas,Cancelled
1346,2024-04-22,2580,Dried Apricot,Dried Fruits,539.77,0.92,496.59,Credit Card,Laguna,Delivered
1347,2024-01-02,2317,Dates,Dried Fruits,717.24,3.87,2775.72,GCash,Cavite,Delivered
1348,2024-01-01,2955,Walnuts,Dried Fruits,578.91,4.16,2408.27,Credit Card,Batangas,Cancelled
1349,2024-02-17,2235,Raisins,Nuts,206.71,3.68,760.69,Cash on Delivery,Quezon City,Pending
1350,2024-01-12,2945,Pistachios,Dried Fruits,585.87,4.85,2841.47,Credit Card,Quezon City,Cancelled
1351,2024-03-09,2333,Walnuts,Dried Fruits,991.72,4.22,4185.06,Credit Card,Batangas,Delivered
1352,2024-02-06,2884,Almonds,Nuts,795.99,4.56,3629.71,Credit Card,Cavite,Delivered
1353,2024-02-01,2375,Dates,Dried Fruits,301.26,4.7,1415.92,Cash on Delivery,Batangas,Delivered
1354,2024-04-28,2458,Walnuts,Nuts,1047.14,4.11,4303.75,GCash,Batangas,Delivered
1355,2024-01-09,2136,Walnuts,Nuts,731.09,3.53,2580.75,Cash on Delivery,Laguna,Pending
1356,2024-04-14,2929,Almonds,Nuts,1041.72,0.53,552.11,GCash,Quezon City,Pending
1357,2024-04-08,2587,Cashews,Dried Fruits,780.22,2.6,2028.57,Credit Card,Laguna,Delivered
1358,2024-01-19,2994,Raisins,Dried Fruits,759.69,3.07,2332.25,Credit Card,Laguna,Pending
1359,2024-02-17,2546,Pistachios,Nuts,305.26,1.87,570.84,Credit Card,Batangas,Pending
1360,2024-03-20,2512,Dried Mango,Dried Fruits,367.36,1.93,709.0,Credit Card,Laguna,Pending
1361,2024-01-03,2295,Cashews,Dried Fruits,1172.03,4.83,5660.9,Credit Card,Quezon City,Delivered
1362,2024-01-20,2319,Dates,Dried Fruits,428.49,4.51,1932.49,GCash,Laguna,Cancelled
1363,2024-01-24,2917,Walnuts,Dried Fruits,1177.45,4.32,5086.58,GCash,Quezon City,Cancelled
1364,2024-02-23,2571,Dried Apricot,Nuts,731.91,2.33,1705.35,Credit Card,Laguna,Cancelled
1365,2024-04-29,2831,Almonds,Dried Fruits,335.79,0.56,188.04,Cash on Delivery,Quezon City,Delivered
1366,2024-02-02,2348,Almonds,Nuts,299.3,0.86,257.4,Cash on Delivery,Laguna,Pending
1367,2024-01-24,2839,Dried Apricot,Nuts,408.86,1.9,776.83,Credit Card,Laguna,Pending
1368,2024-04-25,2778,Raisins,Dried Fruits,1125.64,0.57,641.61,GCash,Cavite,Delivered
1369,2024-03-15,2872,Cashews,Nuts,614.15,0.58,356.21,Cash on Delivery,Quezon City,Delivered
1370,2024-04-22,2228,Dried Mango,Dried Fruits,595.43,4.62,2750.89,Cash on Delivery,Quezon City,Cancelled
1371,2024-03-12,2269,Raisins,Dried Fruits,513.21,3.68,1888.61,Cash on Delivery,Quezon City,Cancelled
1372,2024-02-05,2827,Dried Apricot,Nuts,347.06,1.89,655.94,Credit Card,Manila,Delivered
1373,2024-02-07,2797,Walnuts,Nuts,687.85,1.1,756.64,Cash on Delivery,Laguna,Cancelled
1374,2024-04-13,2290,Dried Apricot,Nuts,330.05,2.8,924.14,Cash on Delivery,Quezon City,Pending
1375,2024-03-24,2724,Raisins,Nuts,1035.48,0.52,538.45,Cash on Delivery,Manila,Delivered
1376,2024-04-08,2164,Pistachios,Dried Fruits,570.4,4.72,2692.29,Cash on Delivery,Cavite,Delivered
1377,2024-04-21,2004,Almonds,Dried Fruits,574.8,2.37,1362.28,GCash,Quezon City,Pending
1378,2024-03-29,2850,Almonds,Dried Fruits,674.01,2.31,1556.96,Credit Card,Quezon City,Pending
1379,2024-04-08,2378,Dates,Nuts,644.13,2.26,1455.73,Credit Card,Manila,Pending
1380,2024-01-25,2077,Dates,Nuts,1194.86,0.81,967.84,GCash,Laguna,Cancelled
1381,2024-04-02,2409,Dried Apricot,Nuts,745.38,3.37,2511.93,GCash,Cavite,Delivered
1382,2024-01-18,2573,Dried Mango,Dried Fruits,288.2,3.8,1095.16,Credit Card,Quezon City,Cancelled
1383,2024-04-19,2131,Walnuts,Nuts,806.88,3.54,2856.36,Cash on Delivery,Laguna,Pending
1384,2024-03-22,2600,Pistachios,Dried Fruits,351.58,1.12,393.77,Cash on Delivery,Cavite,Cancelled
1385,2024-03-06,2748,Cashews,Nuts,230.94,3.1,715.91,Credit Card,Batangas,Pending
1386,2024-02-23,2041,Raisins,Dried Fruits,1170.74,3.06,3582.46,Cash on Delivery,Batangas,Cancelled
1387,2024-02-04,2088,Dried Mango,Dried Fruits,973.54,4.41,4293.31,GCash,Cavite,Cancelled
1388,2024-03-20,2401,Walnuts,Nuts,1180.11,2.21,2608.04,Cash on Delivery,Manila,Pending
1389,2024-03-01,2295,Dates,Nuts,677.88,2.17,1471.0,Cash on Delivery,Cavite,Cancelled
1390,2024-02-10,2839,Dried Apricot,Dried Fruits,732.26,3.28,2401.81,Cash on Delivery,Cavite,Delivered
1391,2024-04-09,2294,Raisins,Dried Fruits,368.34,3.35,1233.94,Credit Card,Manila,Cancelled
1392,2024-02-02,2615,Dates,Nuts,446.91,2.61,1166.44,GCash,Manila,Cancelled
1393,2024-03-08,2525,Dried Apricot,Nuts,1038.55,2.49,2585.99,Cash on Delivery,Laguna,Delivered
1394,2024-02-02,2799,Raisins,Dried Fruits,556.19,2.72,1512.84,Credit Card,Laguna,Pending
1395,2024-01-14,2690,Cashews,Nuts,1026.81,4.37,4487.16,Cash on Delivery,Manila,Delivered
1396,2024-01-21,2636,Walnuts,Dried Fruits,909.01,2.58,2345.25,GCash,Batangas,Cancelled
1397,2024-02-17,2421,Raisins,Dried Fruits,377.17,4.73,1784.01,Cash on Delivery,Batangas,Pending
1398,2024-01-20,2864,Pistachios,Nuts,707.45,2.77,1959.64,GCash,Cavite,Cancelled
1399,2024-04-29,2022,Dried Mango,Nuts,877.39,4.77,4185.15,Cash on Delivery,Quezon City,Cancelled
1400,2024-01-08,2574,Almonds,Nuts,435.04,4.25,1848.92,GCash,Cavite,Delivered
1401,2024-01-07,2142,Pistachios,Nuts,1030.69,2.13,2195.37,Cash on Delivery,Cavite,Delivered
1402,2024-03-07,2992,Pistachios,Nuts,744.83,4.39,3269.8,GCash,Quezon City,Pending
1403,2024-01-17,2664,Dried Mango,Dried Fruits,365.24,1.0,365.24,Cash on Delivery,Manila,Pending
1404,2024-02-02,2144,Almonds,Dried Fruits,782.98,4.66,3648.69,Cash on Delivery,Batangas,Pending
1405,2024-02-17,2224,Pistachios,Nuts,1199.71,3.34,4007.03,Credit Card,Cavite,Cancelled
1406,2024-03-16,2502,Raisins,Nuts,350.52,0.74,259.38,Credit Card,Quezon City,Delivered
1407,2024-02-28,2961,Raisins,Nuts,1016.76,3.4,3456.98,GCash,Laguna,Delivered
1408,2024-04-24,2973,Raisins,Dried Fruits,407.31,4.88,1987.67,Cash on Delivery,Cavite,Delivered
1409,2024-03-26,2820,Almonds,Nuts,982.39,0.81,795.74,GCash,Batangas,Pending
1410,2024-04-28,2615,Pistachios,Nuts,934.58,3.0,2803.74,Credit Card,Manila,Delivered
1411,2024-01-22,2103,Dried Apricot,Dried Fruits,500.49,3.87,1936.9,GCash,Cavite,Delivered
1412,2024-04-19,2946,Almonds,Dried Fruits,525.82,4.15,2182.15,GCash,Cavite,Delivered
1413,2024-01-30,2038,Raisins,Nuts,992.52,2.36,2342.35,Credit Card,Quezon City,Pending
1414,2024-02-07,2946,Dried Mango,Nuts,661.45,1.42,939.26,Cash on Delivery,Laguna,Delivered
1415,2024-04-11,2197,Pistachios,Nuts,930.82,0.69,642.27,GCash,Laguna,Pending
1416,2024-04-18,2645,Pistachios,Dried Fruits,347.98,3.11,1082.22,Credit Card,Manila,Delivered
1417,2024-02-20,2578,Dates,Nuts,1052.56,2.54,2673.5,Cash on Delivery,Batangas,Delivered
1418,2024-02-23,2390,Dates,Nuts,910.88,4.77,4344.9,Credit Card,Manila,Delivered
1419,2024-01-08,2178,Cashews,Nuts,1106.94,0.77,852.34,GCash,Cavite,Pending
1420,2024-01-27,2967,Dried Apricot,Dried Fruits,332.37,3.58,1189.88,Cash on Delivery,Cavite,Pending
1421,2024-01-27,2553,Dried Apricot,Dried Fruits,793.01,0.61,483.74,Cash on Delivery,Laguna,Delivered
1422,2024-04-07,2447,Walnuts,Nuts,799.12,1.27,1014.88,Credit Card,Batangas,Cancelled
1423,2024-01-21,2499,Dried Apricot,Nuts,553.46,2.54,1405.79,Credit Card,Quezon City,Pending
1424,2024-01-30,2014,Dates,Dried Fruits,658.47,2.55,1679.1,Credit Card,Batangas,Pending
1425,2024-04-06,2622,Almonds,Dried Fruits,237.98,3.59,854.35,Cash on Delivery,Cavite,Delivered
1426,2024-01-28,2668,Dried Apricot,Dried Fruits,945.86,4.6,4350.96,Cash on Delivery,Quezon City,Cancelled
1427,2024-04-20,2288,Dates,Dried Fruits,749.32,3.38,2532.7,GCash,Batangas,Delivered
1428,2024-03-04,2477,Cashews,Dried Fruits,257.74,4.79,1234.57,Cash on Delivery,Batangas,Pending
1429,2024-04-06,2230,Pistachios,Dried Fruits,880.76,4.47,3937.0,GCash,Quezon City,Pending
1430,2024-03-09,2922,Dried Apricot,Dried Fruits,666.78,3.13,2087.02,Credit Card,Cavite,Delivered
1431,2024-03-01,2419,Cashews,Dried Fruits,234.46,4.25,996.46,Credit Card,Batangas,Delivered
1432,2024-02-17,2156,Pistachios,Dried Fruits,1169.61,3.39,3964.98,Cash on Delivery,Quezon City,Cancelled
1433,2024-01-19,2549,Dried Mango,Nuts,1149.11,0.85,976.74,Credit Card,Cavite,Cancelled
1434,2024-01-04,2440,Dried Mango,Nuts,712.9,3.83,2730.41,Credit Card,Quezon City,Pending
1435,2024-02-04,2096,Pistachios,Nuts,293.67,0.93,273.11,Cash on Delivery,Quezon City,Cancelled
1436,2024-03-04,2996,Dried Apricot,Dried Fruits,954.62,3.17,3026.15,GCash,Batangas,Cancelled
1437,2024-02-18,2410,Walnuts,Nuts,691.93,3.66,2532.46,Cash on Delivery,Cavite,Pending
1438,2024-01-17,2950,Dates,Dried Fruits,502.45,0.8,401.96,GCash,Batangas,Pending
1439,2024-02-13,2288,Almonds,Dried Fruits,691.42,1.54,1064.79,Cash on Delivery,Manila,Pending
1440,2024-04-01,2253,Almonds,Nuts,722.44,4.62,3337.67,Cash on Delivery,Manila,Pending
1441,2024-01-30,2195,Raisins,Dried Fruits,762.71,3.27,2494.06,Credit Card,Cavite,Delivered
1442,2024-04-02,2597,Pistachios,Nuts,641.22,1.61,1032.36,Cash on Delivery,Quezon City,Pending
1443,2024-02-15,2833,Almonds,Nuts,805.76,3.61,2908.79,Cash on Delivery,Batangas,Pending
1444,2024-04-26,2521,Dried Apricot,Nuts,1118.73,3.19,3568.75,GCash,Batangas,Pending
1445,2024-01-06,2516,Walnuts,Dried Fruits,562.27,2.76,1551.87,Credit Card,Cavite,Cancelled
1446,2024-04-08,2634,Pistachios,Nuts,925.72,4.89,4526.77,GCash,Cavite,Pending
1447,2024-04-14,2841,Walnuts,Dried Fruits,1094.45,3.58,3918.13,GCash,Manila,Delivered
1448,2024-02-06,2864,Dried Apricot,Nuts,655.98,2.19,1436.6,Credit Card,Laguna,Delivered
1449,2024-01-24,2117,Almonds,Nuts,643.46,4.1,2638.19,Credit Card,Cavite,Pending
1450,2024-04-02,2805,Almonds,Nuts,802.12,4.48,3593.5,Credit Card,Laguna,Delivered
1451,2024-04-22,2908,Raisins,Dried Fruits,791.41,1.06,838.89,Cash on Delivery,Cavite,Cancelled
1452,2024-02-15,2158,Almonds,Dried Fruits,1006.59,1.4,1409.23,Credit Card,Quezon City,Pending
1453,2024-02-22,2814,Pistachios,Dried Fruits,676.48,1.47,994.43,Credit Card,Quezon City,Delivered
1454,2024-04-04,2227,Dried Apricot,Nuts,1196.12,3.61,4317.99,Credit Card,Manila,Delivered
1455,2024-04-08,2876,Dried Mango,Nuts,259.47,3.21,832.9,GCash,Manila,Pending
1456,2024-02-29,2215,Dried Apricot,Dried Fruits,203.17,3.29,668.43,GCash,Laguna,Delivered
1457,2024-04-06,2947,Pistachios,Dried Fruits,840.2,4.73,3974.15,Cash on Delivery,Cavite,Pending
1458,2024-04-25,2695,Pistachios,Dried Fruits,498.43,3.99,1988.74,GCash,Batangas,Delivered
1459,2024-03-03,2014,Raisins,Dried Fruits,440.38,1.08,475.61,Cash on Delivery,Manila,Cancelled
1460,2024-03-25,2156,Raisins,Dried Fruits,511.9,2.06,1054.51,GCash,Batangas,Delivered
1461,2024-02-01,2647,Almonds,Dried Fruits,456.05,2.46,1121.88,Credit Card,Batangas,Delivered
1462,2024-03-27,2260,Cashews,Nuts,230.79,2.28,526.2,GCash,Cavite,Pending
1463,2024-02-02,2156,Dried Apricot,Dried Fruits,1171.53,3.51,4112.07,Cash on Delivery,Laguna,Delivered
1464,2024-03-07,2046,Dried Apricot,Nuts,420.75,4.51,1897.58,GCash,Cavite,Pending
1465,2024-01-18,2323,Cashews,Nuts,934.03,1.88,1755.98,Credit Card,Manila,Cancelled
1466,2024-01-25,2843,Raisins,Dried Fruits,962.6,2.98,2868.55,Cash on Delivery,Batangas,Pending
1467,2024-04-15,2684,Almonds,Dried Fruits,1129.26,4.05,4573.5,Credit Card,Cavite,Pending
1468,2024-04-04,2129,Cashews,Nuts,230.55,2.37,546.4,Credit Card,Cavite,Delivered
1469,2024-02-23,2410,Almonds,Dried Fruits,1072.05,1.26,1350.78,Cash on Delivery,Cavite,Cancelled
1470,2024-02-27,2094,Almonds,Dried Fruits,727.23,2.64,1919.89,Credit Card,Manila,Pending
1471,2024-03-07,2626,Almonds,Nuts,832.54,0.75,624.4,Credit Card,Laguna,Delivered
1472,2024-04-13,2754,Dates,Nuts,844.47,4.74,4002.79,GCash,Cavite,Delivered
1473,2024-02-15,2931,Pistachios,Nuts,1019.8,0.84,856.63,Credit Card,Manila,Pending
1474,2024-01-24,2291,Almonds,Dried Fruits,533.41,2.47,1317.52,Credit Card,Batangas,Delivered
1475,2024-04-23,2793,Dates,Nuts,933.05,2.88,2687.18,Credit Card,Quezon City,Pending
1476,2024-02-01,2810,Raisins,Dried Fruits,728.58,4.93,3591.9,Credit Card,Manila,Pending
1477,2024-02-16,2282,Cashews,Nuts,993.39,1.25,1241.74,Cash on Delivery,Quezon City,Pending
1478,2024-03-26,2068,Pistachios,Nuts,1190.55,1.01,1202.46,GCash,Cavite,Cancelled
1479,2024-01-23,2659,Dried Mango,Nuts,400.65,0.54,216.35,Credit Card,Cavite,Pending
1480,2024-03-06,2010,Cashews,Dried Fruits,1194.65,1.2,1433.58,Credit Card,Manila,Delivered
1481,2024-01-27,2253,Pistachios,Dried Fruits,289.81,1.43,414.43,Cash on Delivery,Quezon City,Cancelled
1482,2024-04-15,2841,Dried Mango,Nuts,202.32,3.34,675.75,Credit Card,Cavite,Delivered
1483,2024-01-02,2871,Cashews,Nuts,244.16,1.49,363.8,Cash on Delivery,Batangas,Cancelled
1484,2024-03-30,2549,Pistachios,Nuts,541.78,0.59,319.65,GCash,Laguna,Cancelled
1485,2024-01-17,2133,Cashews,Dried Fruits,832.91,4.22,3514.88,GCash,Laguna,Cancelled
1486,2024-04-13,2711,Cashews,Nuts,269.03,2.15,578.41,Credit Card,Cavite,Cancelled
1487,2024-02-02,2022,Dried Mango,Dried Fruits,205.67,2.09,429.85,Credit Card,Quezon City,Delivered
1488,2024-01-09,2814,Cashews,Nuts,1137.09,1.86,2114.99,Credit Card,Cavite,Pending
1489,2024-02-12,2345,Cashews,Nuts,1021.93,4.89,4997.24,Cash on Delivery,Quezon City,Delivered
1490,2024-04-27,2301,Dried Mango,Nuts,1009.18,1.27,1281.66,Credit Card,Batangas,Pending
1491,2024-02-17,2362,Raisins,Nuts,1084.42,4.54,4923.27,Credit Card,Quezon City,Delivered
1492,2024-02-08,2395,Almonds,Nuts,900.03,4.0,3600.12,GCash,Cavite,Cancelled
1493,2024-04-02,2217,Dried Apricot,Nuts,304.4,0.84,255.7,Credit Card,Batangas,Cancelled
1494,2024-02-11,2140,Walnuts,Dried Fruits,599.1,4.94,2959.55,GCash,Manila,Pending
1495,2024-04-28,2615,Dates,Nuts,923.15,1.72,1587.82,Credit Card,Laguna,Pending
1496,2024-01-26,2957,Walnuts,Dried Fruits,480.33,0.94,451.51,GCash,Cavite,Delivered
1497,2024-04-08,2209,Walnuts,Nuts,887.41,4.23,3753.74,Credit Card,Cavite,Pending
1498,2024-02-19,2984,Pistachios,Nuts,224.5,3.68,826.16,GCash,Cavite,Delivered
1499,2024-01-25,2992,Almonds,Dried Fruits,506.14,3.28,1660.14,Cash on Delivery,Batangas,Pending
1500,2024-01-24,2622,Pistachios,Nuts,749.13,1.2,898.96,GCash,Manila,Pending
1501,2024-01-13,2615,Almonds,Dried Fruits,832.09,2.65,2205.04,GCash,Quezon City,Pending
1502,2024-02-29,2827,Dried Mango,Dried Fruits,777.04,4.01,3115.93,GCash,Manila,Cancelled
1503,2024-01-07,2682,Dried Mango,Nuts,897.76,1.87,1678.81,Credit Card,Batangas,Cancelled
1504,2024-02-26,2459,Dried Apricot,Dried Fruits,206.09,1.9,391.57,Credit Card,Cavite,Delivered
1505,2024-02-05,2355,Almonds,Dried Fruits,300.94,0.51,153.48,Credit Card,Laguna,Pending
1506,2024-02-14,2323,Cashews,Nuts,1068.94,1.28,1368.24,Cash on Delivery,Cavite,Delivered
1507,2024-01-20,2132,Raisins,Dried Fruits,881.75,4.44,3914.97,Cash on Delivery,Quezon City,Pending
1508,2024-03-05,2887,Dried Apricot,Nuts,312.93,2.49,779.2,GCash,Laguna,Cancelled
1509,2024-01-08,2804,Dried Apricot,Nuts,1042.07,4.93,5137.41,Cash on Delivery,Cavite,Cancelled
